-5.188750, 3.526250, 2.108750; -0.143569, -1.134198, 9.561719; 0.000015, -0.000021, -0.000133;
1.128750, 6.256250, -0.787500; -0.200997, -1.270589, 9.504292; 0.000015, -0.000021, -0.000133;
-3.097500, 3.473750, 2.283750; -0.179462, -1.392623, 9.317652; 0.000015, -0.000021, -0.000133;
-1.793750, 6.396250, -1.023750; -0.279960, -1.335195, 9.403793; 0.000015, -0.000021, -0.000133;
-4.410000, 4.900000, 1.933750; -0.215354, -1.356730, 9.461221; 0.000016, -0.000019, -0.000133;
-2.835000, 5.293750, -1.242500; -0.186640, -1.213161, 9.432507; 0.000016, -0.000019, -0.000133;
-5.110000, 2.878750, 3.788750; -0.222532, -1.292124, 9.310472; 0.000016, -0.000019, -0.000133;
-1.881250, 5.136250, 2.240000; -0.251246, -1.241875, 9.647861; 0.000016, -0.000020, -0.000133;
-1.767500, 4.086250, 0.297500; -0.157926, -1.392623, 9.454042; 0.000016, -0.000020, -0.000133;
-6.912500, 0.927500, 3.141250; -0.394816, -1.320838, 9.389436; 0.000016, -0.000020, -0.000133;
-3.071250, 1.933750, 4.663750; -0.337388, -1.277767, 9.238688; 0.000015, -0.000020, -0.000133;
-5.757500, 5.512500, 1.881250; -0.437887, -1.141376, 9.403793; 0.000015, -0.000020, -0.000133;
-3.587500, 5.057500, 3.246250; -0.129212, -1.170090, 9.533005; 0.000015, -0.000020, -0.000133;
-1.461250, 5.180000, 0.735000; -0.172283, -1.177269, 9.482756; 0.000015, -0.000021, -0.000134;
-1.758750, 6.230000, -0.271250; -0.502493, -1.328017, 9.382257; 0.000015, -0.000021, -0.000134;
-4.488750, 2.441250, 5.678750; -0.200997, -1.205983, 9.554541; 0.000015, -0.000021, -0.000134;
1.102500, 6.273750, -3.001250; -0.208176, -1.306481, 9.439685; 0.000015, -0.000021, -0.000134;
-2.808750, 3.351250, -0.070000; -0.380459, -1.406980, 9.332007; 0.000015, -0.000021, -0.000134;
-1.583750, 4.917500, -0.393750; -0.287139, -1.284946, 9.360722; 0.000015, -0.000021, -0.000134;
-3.456250, 4.016250, 1.653750; -0.315853, -1.256232, 9.418150; 0.000015, -0.000021, -0.000134;
-1.618750, 4.838750, 0.542500; -0.358923, -1.205983, 9.475577; 0.000015, -0.000021, -0.000134;
-2.493750, 5.390000, -0.061250; -0.358923, -1.406980, 9.274580; 0.000015, -0.000021, -0.000134;
-3.228750, 4.707500, 2.283750; -0.373280, -1.406980, 9.353543; 0.000015, -0.000021, -0.000134;
-3.675000, 4.602500, 1.032500; -0.172283, -1.299303, 9.504292; 0.000015, -0.000021, -0.000134;
-1.706250, 4.550000, 1.802500; -0.244068, -1.371087, 9.396614; 0.000015, -0.000021, -0.000134;
-4.821250, 4.821250, -1.365000; -0.423530, -1.349552, 9.418150; 0.000015, -0.000021, -0.000134;
-4.261250, 3.202500, 1.933750; -0.409173, -1.170090, 9.454042; 0.000015, -0.000020, -0.000134;
-2.327500, 5.223750, 1.365000; --3.850000, 5.495000, -3.500000; -0.287139, -1.227518, 9.489935; 0.000015, -0.000020, -0.000134;
-2.047500, 4.725000, -0.752500; -0.272782, -1.306481, 9.418150; 0.000014, -0.000021, -0.000134;
-5.005000, 3.080000, 1.400000; -0.631705, -1.098306, 9.655039; 0.000014, -0.000021, -0.000134;
-2.161250, 2.590000, 0.901250; -0.595813, -1.155733, 9.454042; 0.000014, -0.000021, -0.000134;
-5.031250, 0.656250, 8.146250; -0.667598, -1.363909, 9.159724; 0.000014, -0.000020, -0.000134;
-8.190000, -1.706250, 11.952500; -0.423530, -1.098306, 9.583255; 0.000014, -0.000020, -0.000134;
