-20.151251, 5.906250, 1.163750; -0.179462, 9.231510, 1.909472; 0.000016, -0.000057, -0.000117;
-17.736250, 7.043750, 0.936250; -0.136391, 9.439685, 1.579263; 0.000016, -0.000057, -0.000117;
-15.828750, 3.692500, 1.715000; -0.265603, 9.611968, 1.442872; 0.000016, -0.000058, -0.000116;
-5.442500, 6.518750, 3.508750; -0.172283, 9.446863, 1.414158; 0.000016, -0.000058, -0.000116;
12.197500, 7.052500, 4.165000; -0.330209, 9.748360, 1.342373; 0.000016, -0.000058, -0.000116;
24.981251, 9.590000, 5.993750; -0.129212, 9.224331, 1.780260; 0.000015, -0.000057, -0.000116;
32.602501, 8.723750, 5.136250; -0.423530, 9.690931, 2.210968; 0.000015, -0.000057, -0.000116;
35.314999, 7.122500, 12.801250; -0.136391, 8.815159, 2.691925; 0.000015, -0.000057, -0.000116;
38.228748, 3.508750, 6.580000; -0.725025, 8.729017, 2.806781; 0.000015, -0.000057, -0.000116;
35.070000, 6.807500, 13.833750; -0.466600, 9.202796, 3.208775; 0.000016, -0.000057, -0.000120;
38.727501, 13.816250, 1.592500; -0.689133, 8.377272, 3.704089; 0.000016, -0.000057, -0.000120;
31.377501, 6.081250, 9.240000; -0.559920, 9.052048, 4.127619; 0.000016, -0.000057, -0.000120;
31.246250, 6.798750, 3.237500; -0.753739, 8.133204, 4.371687; 0.000016, -0.000056, -0.000123;
29.645000, 8.076250, 7.245000; -0.452243, 8.413164, 4.744967; 0.000016, -0.000056, -0.000123;
32.182499, 11.331250, 0.061250; -0.803988, 7.666604, 4.931607; 0.000016, -0.000056, -0.000123;
32.436249, 9.563750, 0.490000; -0.394816, 8.169096, 5.592026; 0.000016, -0.000054, -0.000125;
43.093750, -6.343750, 1.540000; -0.940379, 7.228717, 5.850451; 0.000016, -0.000054, -0.000125;
46.112499, 11.147500, 4.856250; -0.739382, 7.444071, 6.108876; 0.000016, -0.000054, -0.000125;
37.493752, 11.165000, -1.575000; -0.803988, 6.582655, 6.367301; 0.000015, -0.000052, -0.000128;
23.038750, 6.571250, 7.516250; -0.466600, 6.719046, 6.812366; 0.000015, -0.000052, -0.000128;
17.219999, 1.758750, 8.006250; -0.904487, 6.094519, 6.747760; 0.000015, -0.000052, -0.000128;
16.458750, 7.656250, 11.016250; -0.739382, 6.489335, 7.214360; 0.000015, -0.000052, -0.000128;
16.598749, 8.382500, -0.087500; -1.098306, 6.116054, 7.135397; 0.000015, -0.000051, -0.000129;
20.063749, 8.601250, 0.910000; -0.545564, 5.828916, 7.357930; 0.000015, -0.000051, -0.000129;
14.507500, 7.315000, -4.602500; -0.574277, 5.706882, 7.372286; 0.000015, -0.000051, -0.000129;
17.893749, 7.315000, 3.552500; -0.782453, 5.297709, 7.479964; 0.000016, -0.000050, -0.000131;
19.608749, 6.956250, 9.108750; -0.753739, 5.520242, 7.932207; 0.000016, -0.000050, -0.000131;
14.988750, 8.828750, 1.548750; -0.818345, 4.924428, 7.587640; 0.000016, -0.000050, -0.000131;
5.092500, 3.911250, 4.252500; -0.567099, 4.981857, 7.960920; 0.000016, -0.000048, -0.000131;
6.947500, 5.328750, -1.960000; -0.617348, 5.125426, 8.104490; 0.000016, -0.000048, -0.000131;
12.320000, 4.987500, 1.120000; -0.868595, 4.867001, 8.111669; 0.000016, -0.000048, -0.000131;
19.320000, 6.623750, -2.143750; -0.516850, 4.773681, 8.262417; 0.000015, -0.000047, -0.000132;
20.667500, 2.467500, 6.501250; -0.847059, 4.256831, 8.291130; 0.000015, -0.000047, -0.000132;
13.308750, 6.265000, 1.111250; -0.660419, 4.141976, 8.348557; 0.000015, -0.000047, -0.000132;
12.048750, 8.706250, -2.353750; -0.344566, 4.070191, 8.427521; 0.000015, -0.000047, -0.000132;
11.296250, 7.271250, -2.388750; -0.531207, 3.854837, 8.506484; 0.000016, -0.000045, -0.000132;
19.818750, 1.697500, 1.653750; -0.129212, 4.005585, 8.585447; 0.000016, -0.000045, -0.000132;
15.977500, 4.462500, -4.786250; -0.710668, 3.309274, 8.513662; 0.000016, -0.000045, -0.000132;
14.061250, -0.341250, -1.128750; -0.538385, 3.826123, 9.209974; 0.000014, -0.000043, -0.000134;
19.521250, 1.513750, 3.526250; -0.703490, 3.115455, 8.571091; 0.000014, -0.000043, -0.000134;
14.271250, 5.888750, -1.907500; -0.990629, 3.000600, 9.030513; 0.000014, -0.000043, -0.000134;
16.983749, 6.046250, 2.310000; -0.588634, 2.720639, 9.016155; 0.000016, -0.000041, -0.000134;
8.697500, 5.748750, -3.053750; -0.660419, 2.828316, 9.073584; 0.000016, -0.000041, -0.000134;
10.850000, 8.925000, -3.797500; -0.653241, 2.368894, 9.166903; 0.000016, -0.000041, -0.000134;
9.861250, 6.151250, -2.747500; -0.646062, 2.239682, 9.095119; 0.000016, -0.000039, -0.000135;
15.400000, 8.120000, 1.435000; -0.839881, 1.823331, 9.016155; 0.000016, -0.000039, -0.000135;
15.067500, 2.887500, 1.505000; -0.366102, 2.333002, 9.188438; 0.000016, -0.000039, -0.000135;
11.051250, 1.408750, -1.338750; -1.055235, 1.816152, 9.576077; 0.000016, -0.000039, -0.000135;
11.471250, -0.455000, -0.525000; -0.538385, 1.816152, 9.403793; 0.000016, -0.000037, -0.000136;
7.332500, 4.445000, 0.918750; -0.775274, 1.177269, 9.159724; 0.000016, -0.000037, -0.000136;
10.911250, 2.091250, 1.916250; -0.631705, 1.493121, 9.044869; 0.000016, -0.000037, -0.000136;
5.407500, 7.953750, 0.525000; -0.825524, 1.234696, 9.231510; 0.000016, -0.000035, -0.000136;
4.838750, 4.611250, -2.660000; -0.890130, 1.241875, 9.353543; 0.000016, -0.000035, -0.000136;
7.603750, 4.917500, -7.061250; -0.775274, 1.155733, 9.439685; 0.000016, -0.000035, -0.000136;
10.132500, -0.560000, -1.461250; -0.947558, 0.861416, 9.432507; 0.000015, -0.000035, -0.000136;
14.813750, 2.196250, -0.875000; -0.610170, 0.954736, 9.446863; 0.000015, -0.000035, -0.000136;
14.157500, 7.927500, -0.901250; -1.299303, 0.617348, 9.116654; 0.000015, -0.000035, -0.000136;
16.835001, -0.848750, 4.672500; -0.954736, 0.480957, 9.863214; 0.000015, -0.000032, -0.000137;
20.151251, 4.042500, 6.046250; -0.818345, 0.157926, 9.597611; 0.000015, -0.000032, -0.000137;
16.292500, 0.840000, 4.278750; -0.961915, 0.000000, 9.489935; 0.000015, -0.000032, -0.000137;
18.094999, 17.254999, -1.802500; -0.696311, -0.480957, 9.425328; 0.000015, -0.000032, -0.000136;
17.587500, 9.467500, 2.458750; -1.177269, -0.229711, 9.475577; 0.000014, -0.000029, -0.000136;
18.987499, 4.313750, 4.086250; -0.624527, -0.581456, 9.389436; 0.000014, -0.000029, -0.000136;
17.928751, 9.038750, -2.782500; -0.739382, -0.775274, 9.181260; 0.000014, -0.000029, -0.000136;
8.627500, 2.117500, -0.525000; -0.839881, -1.048056, 9.626326; 0.000015, -0.000028, -0.000136;
16.598749, 1.881250, 1.155000; -0.509671, -1.485943, 9.260223; 0.000015, -0.000028, -0.000136;
9.940000, 1.802500, -3.990000; -1.012164, -1.270589, 9.339187; 0.000015, -0.000028, -0.000136;
15.706250, 3.150000, 3.701250; -0.811167, -1.737189, 9.461221; 0.000015, -0.000024, -0.000137;
16.642500, -5.477500, 8.960000; -0.926022, -1.844866, 9.511470; 0.000015, -0.000024, -0.000137;
18.322500, 6.702500, 3.911250; -1.205983, -2.045863, 9.116654; 0.000015, -0.000024, -0.000137;
17.342501, 9.248750, -3.228750; -0.983450, -2.232503, 9.224331; 0.000015, -0.000023, -0.000136;
22.382500, 15.111250, -1.391250; -1.040878, -2.110470, 9.044869; 0.000015, -0.000023, -0.000136;
17.911249, 16.021250, -7.148750; -0.667598, -2.799603, 9.202796; 0.000015, -0.000023, -0.000136;
22.023750, 5.976250, -0.647500; -0.624527, -2.914458, 9.360722; 0.000015, -0.000021, -0.000134;
19.932501, 13.440001, -1.557500; -0.524028, -3.431308, 9.109476; 0.000015, -0.000021, -0.000134;
23.275000, 4.550000, 2.126250; -0.480957, -3.345166, 9.016155; 0.000015, -0.000021, -0.000134;
21.656250, 6.203750, -0.866250; -0.617348, -3.696911, 8.908479; 0.000015, -0.000021, -0.000134;
25.235001, 6.877500, 0.315000; -0.588634, -3.926622, 8.693124; 0.000016, -0.000018, -0.000133;
33.652500, 4.865000, 3.395000; -0.775274, -4.314259, 8.413164; 0.000016, -0.000018, -0.000133;
24.893749, 18.278749, -0.192500; -0.409173, -4.608576, 8.707481; 0.000016, -0.000018, -0.000133;
27.895000, 6.562500, -1.443750; -0.358923, -4.752146, 8.118847; 0.000016, -0.000014, -0.000131;
26.670000, 8.321250, -1.207500; -0.351745, -5.505885, 7.932207; 0.000016, -0.000014, -0.000131;
21.621250, 3.622500, -2.248750; -0.602991, -5.326423, 7.831708; 0.000016, -0.000014, -0.000131;
20.221251, 9.152500, 0.673750; -0.265603, -5.541777, 7.759924; 0.000016, -0.000012, -0.000128;
21.367500, 4.217500, -2.345000; -0.265603, -5.828916, 7.659425; 0.000016, -0.000012, -0.000128;
20.991251, 7.315000, -2.283750; -0.473779, -5.907879, 7.479964; 0.000016, -0.000012, -0.000128;
22.986250, 6.107500, -0.752500; -0.387637, -6.360123, 7.465607; 0.000015, -0.000010, -0.000127;
20.719999, 7.358750, -0.420000; -0.452243, -6.374480, 7.235895; 0.000015, -0.000010, -0.000127;
19.748751, 6.466250, -0.262500; -0.445065, -6.697510, 7.049255; 0.000015, -0.000010, -0.000127;
22.146250, 8.951250, 0.752500; -0.279960, -6.711867, 6.963114; 0.000015, -0.000010, -0.000127;
15.881250, 5.145000, 0.796250; -0.567099, -6.855436, 6.747760; 0.000015, -0.000008, -0.000124;
13.763750, 6.545000, -1.102500; -0.502493, -7.286145, 6.539584; 0.000015, -0.000008, -0.000124;
8.557500, 6.212500, 3.263750; -0.430708, -7.566105, 6.374480; 0.000015, -0.000008, -0.000124;
15.347500, -1.155000, 0.805000; -0.251246, -7.350751, 6.309873; 0.000016, -0.000006, -0.000123;
11.821250, 8.251250, 0.498750; -0.401994, -7.551748, 6.101698; 0.000016, -0.000006, -0.000123;
9.380000, 5.127500, 0.621250; -0.516850, -7.609176, 5.886343; 0.000016, -0.000006, -0.000123;
4.418750, 6.230000, 0.971250; -0.416351, -7.659425, 5.965307; 0.000016, -0.000006, -0.000122;
-1.951250, 2.835000, 0.175000; -0.480957, -7.824530, 5.857630; 0.000016, -0.000006, -0.000122;
-9.791250, 2.852500, 0.673750; -0.416351, -7.817351, 5.936593; 0.000016, -0.000006, -0.000122;
-10.272500, 3.456250, 1.216250; -0.473779, -7.537391, 5.979664; 0.000017, -0.000006, -0.000121;
-10.482500, 2.170000, 0.953750; -0.473779, -7.659425, 5.958128; 0.000017, -0.000006, -0.000121;
-21.647501, 1.785000, 0.210000; -0.610170, -7.580462, 6.230910; 0.000017, -0.000006, -0.000121;
-52.237499, -0.901250, -0.717500; -0.811167, -7.314858, 6.245267; 0.000017, -0.000006, -0.000121;
-67.593750, -1.487500, -1.330000; -0.545564, -6.783652, 6.704689; 0.000017, -0.000007, -0.000124;
-63.796249, -9.695000, -0.332500; -0.732204, -6.015556, 6.905686; 0.000017, -0.000007, -0.000124;
-61.215000, -7.945000, -4.427500; -0.911665, -5.886343, 7.451250; 0.000017, -0.000007, -0.000124;
-66.141251, -10.876250, -6.868750; -1.004985, -5.261817, 8.341379; 0.000015, -0.000011, -0.000129;
-63.192501, -2.905000, -4.025000; -1.155733, -4.508078, 8.262417; 0.000015, -0.000011, -0.000129;
-52.438751, 1.995000, -4.847500; -1.155733, -3.998407, 8.815159; 0.000015, -0.000011, -0.000129;
-38.928749, -0.078750, -4.095000; -1.313660, -3.589234, 8.908479; 0.000015, -0.000016, -0.000134;
-28.910000, 3.928750, -4.917500; -1.457229, -3.108276, 8.937193; 0.000015, -0.000016, -0.000134;
-29.155001, 7.603750, -2.467500; -1.859223, -2.878566, 8.298309; 0.000015, -0.000016, -0.000134;
-38.473751, 10.858750, 2.275000; -1.069592, -2.734996, 9.260223; 0.000014, -0.000018, -0.000136;
-36.295002, 12.748750, 6.063750; -1.363909, -2.139184, 9.109476; 0.000014, -0.000018, -0.000136;
-35.595001, 3.438750, 1.513750; -1.184447, -2.189433, 9.454042; 0.000014, -0.000018, -0.000136;
-32.173752, 1.478750, 4.742500; -1.177269, -1.579263, 9.468399; 0.000015, -0.000022, -0.000137;
-21.892500, -1.312500, -0.376250; -1.213161, -1.701297, 9.432507; 0.000015, -0.000022, -0.000137;
-18.182501, -3.841250, 1.566250; -1.543371, -1.241875, 9.080762; 0.000015, -0.000022, -0.000137;
-20.676250, -1.443750, 1.995000; -1.091127, -1.141376, 9.475577; 0.000015, -0.000022, -0.000137;
-21.577499, -3.202500, 4.191250; -1.442872, -0.646062, 9.418150; 0.000013, -0.000024, -0.000138;
-17.666250, 2.800000, 0.113750; -1.521835, -0.875773, 9.482756; 0.000013, -0.000024, -0.000138;
-12.355000, 0.962500, 3.132500; -1.651048, -0.617348, 9.489935; 0.000013, -0.000024, -0.000138;
-18.217501, 7.070000, 2.835000; -1.600798, -0.567099, 9.281759; 0.000014, -0.000026, -0.000139;
-23.266251, 3.430000, 3.482500; -1.385444, -0.057428, 9.382257; 0.000014, -0.000026, -0.000139;
-19.267500, 1.951250, 0.857500; -1.428515, -0.200997, 9.568897; 0.000014, -0.000026, -0.000139;
-7.078750, -0.472500, 1.111250; -1.586441, 0.028714, 9.561719; 0.000012, -0.000028, -0.000139;
5.862500, 5.022500, -0.035000; -1.406980, -0.043071, 9.511470; 0.000012, -0.000028, -0.000139;
0.358750, 0.026250, 0.411250; -1.801795, -0.165105, 9.432507; 0.000012, -0.000028, -0.000139;
1.513750, 1.811250, 5.136250; -1.744368, -0.301496, 9.611968; 0.000011, -0.000027, -0.000139;
-3.885000, 18.655001, 0.262500; -1.744368, -0.330209, 9.518648; 0.000011, -0.000027, -0.000139;
0.735000, 58.485001, 4.506250; -1.263410, -0.473779, 9.970891; 0.000011, -0.000027, -0.000139;
-1.566250, 31.806250, 0.647500; -0.725025, -0.136391, 9.332007; 0.000011, -0.000027, -0.000139;
-6.492500, 46.716251, 0.376250; -0.739382, -0.086142, 9.202796; 0.000014, -0.000026, -0.000136;
-1.627500, 26.022501, -5.538750; -0.272782, -0.323031, 9.382257; 0.000014, -0.000026, -0.000136;
7.026250, 40.424999, -1.566250; 0.308674, -0.430708, 9.432507; 0.000014, -0.000026, -0.000136;
17.465000, 68.066254, -8.452500; 0.035892, -0.567099, 9.288938; 0.000018, -0.000026, -0.000133;
12.810000, 30.546249, -0.131250; 1.557727, -0.538385, 9.640682; 0.000018, -0.000026, -0.000133;
1.890000, 38.307499, -3.675000; 1.485943, -0.760918, 9.489935; 0.000018, -0.000026, -0.000133;
-2.590000, 31.255001, -3.920000; 1.205983, -1.076770, 9.166903; 0.000020, -0.000025, -0.000128;
-7.437500, 61.355000, -0.070000; 1.902294, -0.775274, 8.865408; 0.000020, -0.000025, -0.000128;
-9.266250, 13.125000, 4.733750; 2.849852, -0.602991, 8.886943; 0.000020, -0.000025, -0.000128;
-4.917500, 35.901249, 4.173750; 2.562713, -0.990629, 9.145368; 0.000022, -0.000024, -0.000125;
-6.273750, 3.088750, -3.710000; 2.648854, -0.818345, 8.937193; 0.000022, -0.000024, -0.000125;
-2.248750, 23.441250, -4.672500; 3.237489, -0.674776, 9.174082; 0.000022, -0.000024, -0.000125;
-0.140000, 30.808750, -2.502500; 2.555534, -0.775274, 8.549555; 0.000022, -0.000024, -0.000125;
1.242500, 38.596249, -7.796250; 3.754339, -0.789631, 8.951550; 0.000024, -0.000025, -0.000123;
-7.096250, 38.543751, -1.566250; 4.134798, -0.882951, 8.922835; 0.000024, -0.000025, -0.000123;
-3.228750, 50.889999, 3.368750; 3.876373, -0.674776, 8.693124; 0.000024, -0.000025, -0.000123;
-10.290000, 19.022501, -3.745000; 4.378865, -0.976272, 8.506484; 0.000025, -0.000025, -0.000119;
-0.612500, 33.057499, -4.401250; 4.551148, -0.739382, 8.097312; 0.000025, -0.000025, -0.000119;
7.078750, 39.261250, -7.271250; 3.704089, -1.564906, 7.795816; 0.000025, -0.000025, -0.000119;
1.855000, 31.911251, 0.726250; 5.261817, -0.882951, 7.968099; 0.000025, -0.000023, -0.000115;
3.596250, 32.908749, 9.721250; 6.051448, -0.574277, 7.810173; 0.000025, -0.000023, -0.000115;
-0.918750, 31.167500, 2.030000; 4.680361, -1.083949, 7.609176; 0.000025, -0.000023, -0.000115;
-6.851250, 25.322500, 3.587500; 6.582655, -0.595813, 7.422535; 0.000026, -0.000025, -0.000111;
-2.476250, 38.771252, 2.590000; 5.204389, -1.213161, 6.891329; 0.000026, -0.000025, -0.000111;
-1.898750, 19.398750, 0.980000; 5.929414, -1.234696, 7.099505; 0.000026, -0.000025, -0.000111;
-1.732500, 39.602501, 2.126250; 6.403193, -0.940379, 6.826723; 0.000026, -0.000025, -0.000111;
-7.673750, 21.463751, 9.021250; 6.331409, -0.969093, 6.747760; 0.000027, -0.000026, -0.000108;
-7.708750, 24.902500, -0.131250; 6.632905, -0.480957, 6.453443; 0.000027, -0.000026, -0.000108;
-8.198750, 27.055000, 3.010000; 6.453443, -0.926022, 6.446264; 0.000027, -0.000026, -0.000108;
-8.513750, 18.707500, 1.688750; 6.891329, -0.760918, 6.259624; 0.000027, -0.000026, -0.000105;
-3.360000, 28.761250, 1.855000; 7.070791, -0.703490, 6.130411; 0.000027, -0.000026, -0.000105;
-6.431250, 5.040000, 6.116250; 7.113862, -0.739382, 6.209374; 0.000027, -0.000026, -0.000105;
-4.453750, 12.696250, 0.822500; 7.501499, -0.545564, 6.044270; 0.000026, -0.000027, -0.000103;
-5.022500, 10.675000, 0.052500; 6.905686, -0.753739, 6.080163; 0.000026, -0.000027, -0.000103;
-5.547500, 23.082500, 3.018750; 7.264609, -0.495314, 5.728417; 0.000026, -0.000027, -0.000103;
-6.807500, 24.937500, 4.908750; 7.049255, -0.818345, 5.807381; 0.000026, -0.000027, -0.000101;
-2.537500, 16.511250, -8.890000; 7.580462, -0.624527, 5.563312; 0.000026, -0.000027, -0.000101;
-7.210000, 18.366251, -0.087500; 7.458428, -0.545564, 5.570491; 0.000026, -0.000027, -0.000101;
-9.275000, 17.018749, 2.817500; 7.946564, -0.602991, 5.484349; 0.000024, -0.000026, -0.000100;
-4.996250, 13.195000, 4.436250; 7.501499, -0.703490, 5.484349; 0.000024, -0.000026, -0.000100;
-3.071250, 6.860000, 2.415000; 7.831708, -0.631705, 5.333601; 0.000024, -0.000026, -0.000100;
-0.315000, 7.411250, 0.568750; 7.817351, -0.430708, 5.297709; 0.000024, -0.000026, -0.000100;
-3.045000, 9.476250, 2.100000; 7.716853, -0.473779, 5.233103; 0.000024, -0.000025, -0.000099;
-3.543750, 8.312500, 0.157500; 7.846066, -0.638884, 5.319244; 0.000024, -0.000025, -0.000099;
-4.147500, 2.633750, 3.386250; 7.709674, -0.552742, 5.211567; 0.000024, -0.000025, -0.000099;
-2.520000, 13.168750, 1.400000; 7.889136, -0.545564, 5.096713; 0.000024, -0.000026, -0.000099;
-2.178750, 5.923750, 2.441250; 7.544569, -0.445065, 5.168497; 0.000024, -0.000026, -0.000099;
-1.732500, 6.020000, -1.303750; 8.061419, -0.509671, 5.218746; 0.000024, -0.000026, -0.000099;
-2.773750, 5.460000, -1.583750; 7.587640, -0.488136, 5.197210; 0.000025, -0.000026, -0.000100;
-2.730000, 4.655000, -0.148750; 7.989635, -0.495314, 5.096713; 0.000025, -0.000026, -0.000100;
-3.762500, 5.258750, 1.172500; 7.767102, -0.559920, 5.075177; 0.000025, -0.000026, -0.000100;
-4.261250, 4.042500, 0.280000; 7.774281, -0.602991, 5.240282; 0.000024, -0.000027, -0.000099;
-3.062500, 5.013750, 0.455000; 7.831708, -0.581456, 5.168497; 0.000024, -0.000027, -0.000099;
-3.710000, 4.086250, -1.163750; 7.659425, -0.531207, 5.111069; 0.000024, -0.000027, -0.000099;
-3.692500, 3.088750, -2.283750; 8.047062, -0.480957, 5.082355; 0.000024, -0.000027, -0.000099;
-3.762500, 5.320000, 0.665000; 7.838887, -0.646062, 5.132605; 0.000023, -0.000026, -0.000100;
-2.038750, 5.687500, 0.297500; 7.781459, -0.631705, 5.175675; 0.000023, -0.000026, -0.000100;
-1.986250, 4.803750, 2.975000; 7.968099, -0.581456, 5.247460; 0.000023, -0.000026, -0.000100;
-1.575000, 2.940000, -1.312500; 7.767102, -0.631705, 5.146961; 0.000024, -0.000026, -0.000099;
-0.796250, 5.005000, -0.910000; 7.738389, -0.681954, 5.168497; 0.000024, -0.000026, -0.000099;
-0.647500, 5.407500, 0.586250; 8.003992, -0.617348, 5.247460; 0.000024, -0.000026, -0.000099;
-2.633750, 3.106250, -1.163750; 7.860422, -0.689133, 5.247460; 0.000024, -0.000027, -0.000099;
-5.145000, 2.642500, 0.848750; 7.652247, -0.559920, 5.161318; 0.000024, -0.000027, -0.000099;
-5.223750, 5.477500, 1.435000; 7.860422, -0.581456, 5.103890; 0.000024, -0.000027, -0.000099;
-3.718750, 4.261250, 3.771250; 7.975277, -0.581456, 5.190032; 0.000024, -0.000026, -0.000100;
-3.946250, -2.730000, 2.957500; 7.731210, -0.516850, 5.297709; 0.000024, -0.000026, -0.000100;
-5.241250, -0.061250, 1.181250; 7.795816, -0.581456, 5.412565; 0.000024, -0.000026, -0.000100;
-2.747500, -3.753750, 6.431250; 7.322037, -0.624527, 5.168497; 0.000024, -0.000026, -0.000100;
-3.316250, 4.348750, 0.691250; 7.795816, -0.466600, 5.426922; 0.000024, -0.000027, -0.000100;
-3.570000, -4.716250, -2.695000; 7.982456, -0.437887, 5.556134; 0.000024, -0.000027, -0.000100;
-3.316250, -13.798750, 6.501250; 7.716853, -0.538385, 5.620740; 0.000024, -0.000027, -0.000100;
-5.993750, -22.968750, 9.056250; 7.630711, -0.459422, 5.886343; 0.000025, -0.000027, -0.000101;
-5.258750, -21.638750, 8.006250; 7.063612, -0.265603, 5.907879; 0.000025, -0.000027, -0.000101;
-9.476250, -25.007500, 0.315000; 6.575476, -0.581456, 6.245267; 0.000025, -0.000027, -0.000101;
-7.052500, -16.572500, 0.927500; 6.884151, -0.028714, 6.238089; 0.000026, -0.000028, -0.000105;
-8.146250, -16.397501, 2.791250; 6.941578, -0.380459, 6.675975; 0.000026, -0.000028, -0.000105;
-9.397500, -17.281250, 6.886250; 6.604190, -0.043071, 6.783652; 0.000026, -0.000028, -0.000105;
-9.721250, -33.424999, 7.516250; 6.309873, -0.093320, 7.070791; 0.000026, -0.000027, -0.000109;
-6.361250, -30.108749, -0.472500; 5.915058, 0.000000, 7.243074; 0.000026, -0.000027, -0.000109;
-10.307500, -36.618752, 2.476250; 6.080163, 0.014357, 7.587640; 0.000026, -0.000027, -0.000109;
-7.280000, -31.167500, 2.695000; 5.577669, -0.021535, 7.889136; 0.000026, -0.000027, -0.000109;
-10.228750, -41.903751, 3.141250; 4.838287, 0.071785, 7.774281; 0.000025, -0.000026, -0.000114;
-10.718750, -24.465000, 6.098750; 4.816752, -0.028714, 8.327023; 0.000025, -0.000026, -0.000114;
-16.721251, -4.777500, 8.811250; 3.991228, 0.007178, 8.003992; 0.000025, -0.000026, -0.000114;
-17.316250, -22.434999, 7.813750; 4.177868, 0.732204, 8.054240; 0.000025, -0.000025, -0.000118;
-14.953750, -10.132500, 3.815000; 4.019942, 0.531207, 8.327023; 0.000025, -0.000025, -0.000118;
-12.127500, -23.651251, 4.707500; 4.113262, 0.746561, 8.463413; 0.000025, -0.000025, -0.000118;
-14.735000, -26.748751, 5.013750; 3.955336, 1.148555, 8.743374; 0.000024, -0.000027, -0.000122;
-3.928750, -13.081250, -0.192500; 3.309274, 0.818345, 8.779265; 0.000024, -0.000027, -0.000122;
-2.572500, -16.485001, 2.388750; 3.388237, 0.739382, 8.958728; 0.000024, -0.000027, -0.000122;
-0.892500, -14.927500, 2.082500; 2.813959, 0.746561, 8.772088; 0.000023, -0.000027, -0.000125;
-7.936250, -22.610001, 2.913750; 2.605784, 0.696311, 8.879765; 0.000023, -0.000027, -0.000125;
-7.586250, -9.555000, 3.902500; 2.605784, 0.997807, 8.707481; 0.000023, -0.000027, -0.000125;
-12.810000, -20.895000, 4.095000; 2.146362, 0.976272, 8.965906; 0.000023, -0.000027, -0.000125;
-15.706250, -11.698750, 7.463750; 2.304288, 1.134198, 8.980263; 0.000022, -0.000027, -0.000128;
-19.897501, -23.388750, 10.517500; 1.392623, 1.040878, 9.073584; 0.000022, -0.000027, -0.000128;
-19.215000, -20.728750, 8.391250; 1.378266, 1.406980, 9.195618; 0.000022, -0.000027, -0.000128;
-18.094999, -18.305000, 9.196250; 1.399801, 1.543371, 9.188438; 0.000019, -0.000029, -0.000130;
-17.237499, -21.883751, 8.102500; 1.098306, 1.909472, 9.066404; 0.000019, -0.000029, -0.000130;
-16.887501, -21.752501, 7.000000; 0.574277, 1.823331, 9.202796; 0.000019, -0.000029, -0.000130;
-19.276251, -13.186250, 7.743750; 0.437887, 2.096113, 9.123833; 0.000017, -0.000030, -0.000134;
-21.139999, -21.629999, 9.730000; 0.150748, 2.246861, 9.195618; 0.000017, -0.000030, -0.000134;
-19.355000, -4.707500, 5.880000; 0.064606, 2.598605, 8.973084; 0.000017, -0.000030, -0.000134;
-23.187500, -19.661249, 8.531250; -0.157926, 2.706282, 9.375079; 0.000016, -0.000033, -0.000135;
-25.471251, -3.053750, 10.788750; -0.244068, 2.935993, 8.657232; 0.000016, -0.000033, -0.000135;
-25.366251, -12.477500, 6.947500; -0.473779, 3.136991, 8.901300; 0.000016, -0.000033, -0.000135;
-27.230000, -9.388750, 5.731250; -0.581456, 3.395415, 8.750552; 0.000014, -0.000036, -0.000136;
-22.924999, -10.718750, 2.940000; -0.689133, 3.675375, 8.678768; 0.000014, -0.000036, -0.000136;
-21.936251, -6.081250, 3.027500; -0.940379, 3.610769, 8.528020; 0.000014, -0.000036, -0.000136;
-22.356251, -10.403750, 4.646250; -0.961915, 4.048656, 8.499306; 0.000014, -0.000036, -0.000136;
-19.407499, -10.438750, 4.593750; -1.112663, 4.149155, 8.441878; 0.000012, -0.000039, -0.000137;
-21.122499, -17.885000, 5.748750; -1.378266, 4.407579, 8.269595; 0.000012, -0.000039, -0.000137;
-18.690001, -11.707500, 4.838750; -1.715654, 4.378865, 8.025527; 0.000012, -0.000039, -0.000137;
-10.675000, -0.542500, 1.400000; -1.636691, 4.938786, 8.154739; 0.000011, -0.000041, -0.000138;
-14.122500, -5.722500, 6.361250; -1.859223, 4.615755, 7.831708; 0.000011, -0.000041, -0.000138;
-15.916250, -5.057500, 6.308750; -1.787438, 4.701897, 7.968099; 0.000011, -0.000041, -0.000138;
-18.620001, -7.927500, 5.372500; -2.060220, 4.910072, 7.903493; 0.000011, -0.000042, -0.000139;
-20.291250, -10.325000, 5.092500; -2.304288, 4.960321, 7.601997; 0.000011, -0.000042, -0.000139;
-14.953750, -6.125000, 0.568750; -2.139184, 5.190032, 7.716853; 0.000011, -0.000042, -0.000139;
-15.338750, -5.705000, 2.415000; -2.203790, 5.319244, 7.494320; 0.000009, -0.000044, -0.000139;
-18.795000, -5.538750, 3.683750; -2.347359, 5.297709, 7.357930; 0.000009, -0.000044, -0.000139;
-23.590000, -5.993750, 3.990000; -2.677569, 5.491528, 7.128218; 0.000009, -0.000044, -0.000139;
-22.820000, -6.168750, 4.725000; -2.720639, 5.706882, 7.149754; 0.000009, -0.000044, -0.000139;
-19.976250, 6.623750, -1.837500; -2.821138, 5.484349, 6.553941; 0.000008, -0.000046, -0.000139;
